S17time_const,S17pm01_const,S17pm25_const,S17pm10_const,S17time_bike,S17pm01_bike,S17pm25_bike,S17pm10_bike,S17time_ped,S17pm01_ped,S17pm25_ped,S17pm10_ped,S04time_const,S04pm01_const,S04pm25_const,S04pm10_const,S04time_bike,S04pm01_bike,S04pm25_bike,S04pm10_bike,S04time_ped,S04pm01_ped,S04pm25_ped,S04pm10_ped,S02time_const,S02pm01_const,S02pm25_const,S02pm10_const,S02time_bike,S02pm01_bike,S02pm25_bike,S02pm10_bike,S02time_ped,S02pm01_ped,S02pm25_ped,S02pm10_ped,S16time_const,S16pm01_const,S16pm25_const,S16pm10_const,S16time_bike,S16pm01_bike,S16pm25_bike,S16pm10_bike,S16time_ped,S16pm01_ped,S16pm25_ped,S16pm10_ped,S##time_const,S##pm01_const,S##pm25_const,S##pm10_const,S##time_bike,S##pm01_bike,S##pm25_bike,S##pm10_bike,S##time_ped,S##pm01_ped,S##pm25_ped,S##pm10_ped
170939,17,26,27,105009,15,22,25,472065,14,21,26,140995,10,16,17,140995,10,16,17,124264,9,18,21,115875,1,3,3,108490,0,2,3,117049,2,3,3,101941,5,6,7,159784,8,10,11,108682,3,4,5,,,,,,,,,,,,
171781,17,26,27,105850,15,22,25,472906,14,21,26,141836,10,16,17,141836,10,16,17,125106,9,18,21,116717,1,3,3,109402,0,2,2,117891,2,3,3,102781,5,6,7,160624,8,10,11,109521,3,4,5,,,,,,,,,,,,
172691,17,26,27,106802,14,22,24,473818,14,22,23,142676,10,16,17,142676,10,16,17,126016,10,18,22,117628,2,3,3,110243,0,2,2,118802,2,3,3,103621,5,6,7,161534,8,10,11,110362,3,4,5,,,,,,,,,,,,
173532,17,26,27,107684,14,22,24,474658,14,22,23,143588,10,15,16,143588,10,15,16,126857,10,18,22,118469,2,3,3,111085,0,2,2,119645,2,3,3,104531,4,5,7,162375,8,10,11,111272,4,5,6,,,,,,,,,,,,
174372,17,26,27,108526,14,22,24,475500,14,22,23,144429,10,15,16,144429,10,15,16,127697,10,18,22,119311,2,3,3,111997,0,2,2,120486,2,3,3,105372,4,5,7,163215,8,10,11,112113,4,5,6,,,,,,,,,,,,
175284,17,26,26,109437,13,21,24,476411,14,21,23,145269,10,15,16,145269,10,15,16,128610,10,18,21,120222,1,4,5,112839,0,2,2,121398,2,3,3,106212,4,5,7,164125,8,10,10,112953,4,5,6,,,,,,,,,,,,
176124,17,26,26,110278,13,21,24,477252,14,22,24,146181,10,15,15,146181,10,15,15,129449,10,18,21,121064,1,4,5,113681,0,2,2,122240,2,3,3,107122,4,5,6,164965,8,10,10,113863,4,5,6,,,,,,,,,,,,
176964,17,26,26,111119,13,21,24,478093,14,22,24,147020,10,15,15,147020,10,15,15,130290,10,18,21,121906,1,4,5,114592,0,2,2,123082,2,3,3,107963,4,5,6,165806,8,10,10,114704,4,5,6,,,,,,,,,,,,
177875,17,27,28,112030,13,21,24,479005,15,23,25,147862,10,15,15,147862,10,15,15,131202,10,18,21,122817,1,4,5,115434,0,2,2,123994,2,3,3,108804,4,5,6,166716,7,11,12,115544,4,5,6,,,,,,,,,,,,
178716,17,27,28,112871,13,21,24,479846,15,23,25,148772,10,14,15,148772,10,14,15,132042,10,18,21,123659,1,4,5,116277,0,2,2,124835,2,3,3,109714,4,5,6,167557,7,11,12,116454,4,5,6,,,,,,,,,,,,
179557,17,27,28,113713,13,21,24,480729,15,23,25,149613,10,14,15,149613,10,14,15,132883,10,18,21,124500,1,4,5,117187,0,2,2,125677,2,3,3,110554,4,5,6,168396,7,11,12,117295,4,5,6,,,,,,,,,,,,
180468,17,27,29,114624,13,22,25,481682,15,23,25,150454,10,14,15,150454,10,14,15,133795,9,17,20,125412,1,3,4,118029,0,2,2,126588,2,3,3,111394,4,5,6,169307,7,11,12,118134,4,5,6,,,,,,,,,,,,
181309,17,27,29,115535,13,22,26,482523,15,23,25,151365,9,14,16,151365,9,14,16,134636,9,17,20,126253,1,3,4,118871,0,2,2,127430,2,3,3,112305,4,5,6,170147,7,11,12,119045,4,5,6,,,,,,,,,,,,
182150,17,27,29,116447,13,21,24,483363,15,22,24,152206,9,14,16,152206,9,14,16,135477,9,17,20,127094,1,3,4,119782,0,2,2,128272,2,3,3,113145,4,5,6,170987,7,11,12,119884,4,5,6,,,,,,,,,,,,
183062,18,29,30,117359,13,21,24,484275,15,23,24,153047,9,14,16,153047,9,14,16,136388,9,16,21,128006,2,4,6,120625,0,2,2,129183,2,3,3,113985,4,5,6,171897,7,10,11,120725,4,5,6,,,,,,,,,,,,
183902,18,29,30,118270,13,21,25,485116,15,23,24,153958,9,15,16,153958,9,15,16,137229,9,16,21,128848,2,4,6,121465,0,2,2,130026,2,3,3,114895,4,6,6,172738,7,10,11,121635,5,6,6,,,,,,,,,,,,
184742,18,29,30,119182,13,22,23,485957,15,23,24,154798,9,15,16,154798,9,15,16,138070,9,16,21,129690,2,4,6,122377,0,2,2,130868,2,3,3,115736,4,6,6,173578,7,10,11,122475,5,6,6,,,,,,,,,,,,
185654,19,29,30,120094,14,21,22,486868,16,23,25,155639,9,15,16,155639,9,15,16,138981,9,16,20,130601,2,5,6,123218,1,3,3,131779,2,3,3,116576,4,6,6,174489,8,11,12,123316,5,6,6,,,,,,,,,,,,
186494,19,29,30,121006,14,23,24,487708,16,23,25,156551,10,16,17,156551,10,16,17,139822,9,16,20,131442,2,5,6,124060,1,3,3,132621,2,3,3,117486,4,5,6,175329,8,11,12,124226,5,6,7,,,,,,,,,,,,
187334,19,29,30,121917,15,23,23,488550,16,23,25,157391,10,16,17,157391,10,16,17,140662,9,16,20,132284,2,5,6,124972,1,3,3,133464,2,3,3,118327,4,5,6,176169,8,11,12,125066,5,6,7,,,,,,,,,,,,
188246,18,29,29,122828,15,23,23,489461,15,23,25,158232,10,16,17,158232,10,16,17,141574,9,15,18,133195,2,4,6,125813,1,3,3,134375,2,3,3,119166,5,6,7,177080,8,11,13,125906,5,6,7,,,,,,,,,,,,
189086,18,29,29,123741,14,22,22,490302,15,23,25,159142,10,16,19,159142,10,16,19,142414,9,15,18,134037,2,4,6,126656,0,2,2,135217,2,3,3,120077,5,6,7,177920,8,11,13,126817,5,6,7,,,,,,,,,,,,
189927,18,29,29,124652,14,22,24,491144,15,23,25,159983,10,16,19,159983,10,16,19,143255,9,15,18,134879,2,4,6,127567,0,2,2,136058,2,3,3,120918,5,6,7,178760,8,11,13,127656,5,6,7,,,,,,,,,,,,
190838,18,28,28,125563,15,23,24,492055,16,23,25,160825,10,16,19,160825,10,16,19,144166,10,16,20,135790,2,4,5,128410,0,2,2,136970,2,3,3,121757,4,5,6,179671,8,11,14,128498,5,6,7,,,,,,,,,,,,
191679,18,28,28,126404,15,23,24,492896,16,23,25,161735,10,17,20,161735,10,17,20,145008,10,16,20,136632,2,4,5,129251,1,3,3,137811,2,3,3,122668,4,6,6,180510,8,11,14,129406,5,6,6,,,,,,,,,,,,
192520,18,28,28,127245,15,23,24,493737,16,23,25,162576,10,17,20,162576,10,17,20,145849,10,16,20,137474,2,4,5,130162,1,2,2,138654,2,3,3,123507,4,6,6,181350,8,11,14,130247,5,6,6,,,,,,,,,,,,
193431,18,28,29,128198,14,22,23,494649,16,23,24,163417,10,17,20,163417,10,17,20,146759,10,16,18,138385,2,4,6,131004,1,2,2,139566,2,3,3,124348,4,6,6,182260,8,10,13,131088,5,6,6,,,,,,,,,,,,
194272,18,28,29,129081,14,22,23,495490,16,23,24,164329,10,17,20,164329,10,17,20,147601,10,16,18,139227,2,4,6,131846,0,1,1,140407,2,3,3,125258,4,5,5,183102,8,10,13,131997,5,6,6,,,,,,,,,,,,
195111,18,28,29,129963,14,22,23,496330,16,23,24,165169,10,17,20,165169,10,17,20,148443,10,16,18,140068,2,4,6,132757,0,1,1,141250,2,3,3,126098,4,5,5,183942,8,10,13,132838,5,6,6,,,,,,,,,,,,
196025,19,27,28,130917,14,22,23,497244,15,22,23,166009,10,17,20,166009,10,17,20,149353,10,16,18,140980,2,4,7,133600,0,1,1,142161,2,3,3,126938,4,5,5,184852,8,10,13,133679,5,6,6,,,,,,,,,,,,
196864,19,27,28,131799,14,22,23,498083,15,22,23,166921,10,18,21,166921,10,18,21,150194,10,16,18,141821,2,4,7,134441,0,1,1,143003,2,3,3,127848,4,6,6,185692,8,10,13,134588,5,6,6,,,,,,,,,,,,
197704,19,27,28,132681,14,22,23,498924,15,22,23,167761,10,18,21,167761,10,18,21,151034,10,16,18,142663,2,4,7,135353,2,2,2,143845,2,3,3,128689,4,6,6,186531,8,10,13,135429,5,6,6,,,,,,,,,,,,
198616,19,26,27,133634,14,22,24,499836,16,23,23,168603,10,18,21,168603,10,18,21,151946,11,17,18,143575,2,4,7,136195,2,2,2,144756,2,3,3,129528,4,6,6,187442,7,10,12,136269,5,6,6,,,,,,,,,,,,
199456,19,26,27,134517,14,22,24,500677,16,23,23,169513,11,19,24,169513,11,19,24,152786,11,17,18,144416,2,4,7,137036,2,2,2,145598,2,3,3,130439,4,6,6,188281,7,10,12,137179,4,5,6,,,,,,,,,,,,
200297,19,26,27,135399,14,22,24,501518,16,23,23,170354,11,19,24,170354,11,19,24,153627,11,17,18,145258,2,4,7,137949,2,3,3,146440,2,3,3,131279,4,6,6,189122,7,10,12,138019,4,5,6,,,,,,,,,,,,
201208,19,27,28,136351,13,22,23,502471,16,23,24,171195,11,19,24,171195,11,19,24,154539,10,17,18,146169,2,3,6,138790,2,3,3,147351,2,3,3,132119,4,6,6,190032,7,10,12,138859,4,5,6,,,,,,,,,,,,
202049,19,27,28,137234,13,22,23,503354,16,23,24,172106,11,22,25,172106,11,22,25,155379,10,17,18,147011,2,3,6,139632,2,3,3,148194,2,3,3,133029,4,6,6,190872,7,10,12,139769,4,5,6,,,,,,,,,,,,
202890,19,27,28,138117,13,22,23,504237,16,23,24,172948,11,21,24,172948,11,21,24,156220,10,17,18,147852,2,3,6,140544,2,3,3,149036,2,3,3,133870,5,7,7,191713,7,10,12,140610,4,5,6,,,,,,,,,,,,
203801,19,26,27,139070,13,21,22,505189,15,22,23,173789,11,21,24,173789,11,21,24,157131,11,18,19,148763,2,3,6,141385,2,3,3,149947,2,3,3,134710,5,7,7,192623,7,9,10,141450,4,5,6,,,,,,,,,,,,
204642,19,26,27,139953,13,21,22,506072,15,22,23,174700,12,22,25,174700,12,22,25,157972,11,18,19,149606,2,3,6,142227,2,3,3,150789,2,3,3,135620,5,7,7,193463,7,9,10,142360,4,5,6,,,,,,,,,,,,
205483,19,26,27,140834,13,21,22,506954,15,22,23,175541,11,21,24,175541,11,21,24,158813,11,18,19,150447,2,3,6,143138,2,3,3,151630,2,3,3,136461,5,7,7,194304,7,9,10,143201,4,5,6,,,,,,,,,,,,
206394,19,26,27,141788,13,21,22,507908,15,23,24,176381,11,21,24,176381,11,21,24,159724,11,19,20,151358,3,4,7,143981,2,3,3,152542,2,3,3,137300,4,6,6,195214,7,9,10,144041,4,5,6,,,,,,,,,,,,
207235,19,26,27,142670,13,21,22,508789,15,23,24,177293,11,21,23,177293,11,21,23,160566,11,19,20,152200,3,4,7,144823,2,3,3,153383,2,3,3,138211,4,6,6,196054,7,9,10,144952,4,5,6,,,,,,,,,,,,
208075,19,26,27,143552,13,21,22,509672,15,23,24,178134,11,21,23,178134,11,21,23,161406,11,19,20,153042,3,4,7,145734,2,3,3,154225,2,3,3,139052,4,6,6,196894,7,9,10,145793,4,5,6,,,,,,,,,,,,
208987,18,24,25,144505,13,21,22,510625,15,23,23,178974,11,20,23,178974,11,20,23,162317,11,18,19,153954,2,3,6,146576,2,3,3,155137,2,3,3,139891,5,7,7,197805,7,9,10,146632,4,5,6,,,,,,,,,,,,
209827,18,24,25,145388,13,21,22,511508,15,23,23,179886,11,19,21,179886,11,19,21,163159,11,18,19,154796,2,3,6,147418,2,3,3,155978,2,3,3,140802,5,6,6,198644,7,9,10,147543,4,6,6,,,,,,,,,,,,
210668,18,24,25,146271,13,21,22,512390,15,23,23,180726,11,19,21,180726,11,19,21,163999,11,18,19,155636,2,3,6,148329,2,4,4,156820,2,3,3,141642,5,6,6,199485,7,9,10,148383,4,6,6,,,,,,,,,,,,
211579,18,25,26,147223,14,20,21,513343,15,22,23,181567,11,19,21,181567,11,19,21,164911,10,18,19,156548,2,3,5,149171,2,4,4,157732,1,2,2,142483,4,5,5,200395,6,9,9,149223,4,6,6,,,,,,,,,,,,
212419,18,25,26,148105,14,20,21,514226,15,22,23,182478,10,18,20,182478,10,18,20,165751,10,18,19,157388,2,3,5,150013,2,4,4,158573,1,2,2,143393,4,5,5,201235,6,9,9,150133,5,6,6,,,,,,,,,,,,
213260,18,25,26,148987,14,20,21,515108,15,22,23,183319,10,18,20,183319,10,18,20,166593,10,18,19,158230,2,3,5,150925,2,4,4,159415,1,2,2,144233,4,5,5,202076,6,9,9,150974,5,6,6,,,,,,,,,,,,
214171,18,24,24,149941,14,19,19,516062,15,23,23,184160,10,18,20,184160,10,18,20,167503,11,18,19,159141,2,2,5,151767,2,4,4,160327,1,2,2,145074,4,5,5,202986,6,9,9,151815,5,6,6,,,,,,,,,,,,
215012,18,24,24,150823,14,19,19,516944,15,23,23,185071,10,17,18,185071,10,17,18,168344,11,18,19,159983,2,2,5,152609,2,4,4,161169,1,2,2,145984,4,5,5,203826,6,9,9,152725,5,7,7,,,,,,,,,,,,
215853,18,24,24,151707,14,19,19,517826,15,23,23,185911,10,17,18,185911,10,17,18,169186,11,18,19,160825,2,2,5,153520,1,4,4,162011,1,2,2,146825,4,5,5,204666,6,9,9,153565,5,7,7,,,,,,,,,,,,
216764,18,24,25,152658,13,18,19,518779,15,23,23,186752,10,17,18,186752,10,17,18,170096,11,17,18,161736,2,3,5,154361,1,4,4,162922,1,2,2,147664,4,5,5,205577,6,9,9,154405,5,7,7,,,,,,,,,,,,
217605,18,24,25,153541,13,18,19,519662,15,23,23,187664,11,17,18,187664,11,17,18,170937,11,17,18,162578,2,3,5,155203,1,4,4,163764,1,2,2,148575,4,5,5,206416,6,9,9,155316,5,7,7,,,,,,,,,,,,
218445,18,24,25,154423,13,18,19,520545,15,23,23,188506,11,17,18,188506,11,17,18,171779,11,17,18,163420,2,3,5,156114,2,4,4,164606,1,2,2,149415,4,5,5,207256,6,9,9,156155,5,7,7,,,,,,,,,,,,
219357,18,23,24,155376,13,18,18,521498,16,24,24,189345,11,17,18,189345,11,17,18,172689,10,17,18,164331,2,2,6,156956,2,4,4,165518,1,2,2,150255,4,5,5,208166,7,9,9,156996,5,7,7,,,,,,,,,,,,
220198,18,23,24,156260,13,18,18,522382,16,24,24,190258,11,18,20,190258,11,18,20,173531,10,17,18,165172,2,2,6,157799,2,4,4,166360,1,2,2,151165,3,5,5,209007,7,9,9,157906,5,7,7,,,,,,,,,,,,
221038,18,23,24,157140,13,18,18,523262,16,24,24,191097,11,18,20,191097,11,18,20,174371,10,17,18,166013,2,2,6,158710,2,4,4,167202,1,2,2,152006,4,6,6,209847,7,9,9,158746,5,7,7,,,,,,,,,,,,
221949,17,24,24,158094,13,18,19,524177,16,23,25,191938,11,18,20,191938,11,18,20,175283,11,17,18,166925,2,2,4,159552,2,4,4,168114,1,2,2,152846,4,6,6,210757,7,9,9,159587,5,7,7,,,,,,,,,,,,
222790,17,24,24,158976,13,18,19,525019,16,24,26,192849,11,18,19,192849,11,18,19,176123,11,17,18,167767,2,2,4,160393,2,4,4,168955,1,2,2,153756,5,6,6,211598,7,9,9,160497,6,8,8,,,,,,,,,,,,
223630,17,24,24,159857,13,18,19,525859,16,24,26,193690,11,18,19,193690,11,18,19,176964,11,17,18,168608,2,2,4,161304,1,4,4,169797,1,2,2,154597,4,5,5,212438,7,9,9,161337,6,8,8,,,,,,,,,,,,
224541,17,23,24,160770,13,19,19,526771,15,23,25,194531,11,18,19,194531,11,18,19,177875,10,17,18,169520,2,2,4,162146,1,4,4,170710,1,2,3,155437,4,5,5,213348,8,11,11,162178,6,8,8,,,,,,,,,,,,
225382,17,23,24,161722,13,19,20,527611,15,22,24,195442,11,19,20,195442,11,19,20,178716,10,17,18,170361,2,2,4,162988,1,4,4,171551,1,2,3,156347,4,5,5,214189,8,11,11,163087,6,8,8,,,,,,,,,,,,
226223,17,23,24,162634,13,20,22,528453,15,22,24,196283,11,19,20,196283,11,19,20,179558,10,17,18,171203,2,2,4,163899,1,3,3,172393,1,2,3,157187,4,5,5,215028,8,11,11,163928,6,8,8,,,,,,,,,,,,
227134,17,23,23,163547,14,21,23,529364,15,21,23,197124,11,19,20,197124,11,19,20,180469,11,18,19,172114,1,2,4,164742,1,3,3,173304,1,2,3,158027,4,5,5,215939,8,10,10,164767,6,8,8,,,,,,,,,,,,
227975,17,23,23,164458,14,21,23,530205,15,21,23,198035,11,18,19,198035,11,18,19,181310,11,18,19,172955,1,2,4,165583,1,3,3,174146,1,2,3,158938,3,4,4,216779,8,10,10,165679,6,8,8,,,,,,,,,,,,
228815,17,23,23,165369,14,22,24,531046,15,21,23,198876,11,18,19,198876,11,18,19,182151,11,18,19,173797,1,2,4,166495,1,2,2,174988,1,2,3,159778,3,4,4,217619,8,10,10,166518,6,8,8,,,,,,,,,,,,
229727,16,23,23,166281,14,22,25,531957,15,21,23,199716,11,18,19,199716,11,18,19,183062,10,16,18,174708,1,2,3,167336,1,2,2,175899,1,2,3,160618,3,4,4,218529,7,10,10,167359,6,8,8,,,,,,,,,,,,
230567,16,23,23,167193,15,23,26,532799,15,21,23,200628,11,18,19,200628,11,18,19,183903,10,16,18,175550,1,2,3,168178,1,2,2,176742,1,2,3,161528,3,4,4,219369,7,10,10,168268,6,8,8,,,,,,,,,,,,
231408,16,23,23,168104,15,24,27,533640,15,21,23,201468,11,18,19,201468,11,18,19,184743,10,16,18,176392,1,2,3,169090,2,3,3,177584,1,2,3,162369,3,4,4,220210,7,10,10,169109,6,8,8,,,,,,,,,,,,
232320,17,23,24,169016,15,25,27,534592,16,21,22,202309,11,18,19,202309,11,18,19,185655,10,16,17,177304,1,2,3,169932,2,3,3,178495,1,2,3,163209,3,4,4,221120,8,10,10,169950,6,8,8,,,,,,,,,,,,
233160,17,23,24,169928,15,24,26,535434,16,21,22,203220,11,18,18,203220,11,18,18,186496,10,16,17,178144,1,2,3,170774,2,3,3,179337,1,2,3,164119,3,5,5,221961,8,10,10,170859,6,8,8,,,,,,,,,,,,
234001,17,23,24,170840,16,25,27,536274,16,21,22,204061,11,18,18,204061,11,18,18,187337,10,16,17,178985,1,2,3,171685,2,3,3,180179,1,2,3,164960,3,5,5,222800,8,10,10,171700,6,8,8,,,,,,,,,,,,
234912,17,24,24,171751,16,24,26,537228,16,21,23,204902,11,18,18,204902,11,18,18,188249,10,17,18,179897,1,2,3,172527,2,3,3,181091,1,2,3,165800,3,5,5,223711,8,11,11,172539,6,8,8,,,,,,,,,,,,
235752,17,24,24,172592,16,24,26,538109,16,21,23,205813,11,18,19,205813,11,18,19,189089,10,17,18,180739,1,2,3,173369,2,3,3,181933,1,2,3,166710,3,4,4,224550,8,11,11,173450,6,7,8,,,,,,,,,,,,
236594,17,24,24,173433,16,24,26,538992,16,21,23,206654,11,18,19,206654,11,18,19,189930,10,17,18,181580,1,2,3,174280,2,3,3,182773,1,2,3,167550,3,4,4,225391,8,11,11,174289,6,7,8,,,,,,,,,,,,
237505,17,24,25,174345,15,24,25,539945,16,21,23,207495,11,18,19,207495,11,18,19,190840,10,16,17,182492,1,2,3,175123,2,3,3,183686,1,3,3,168391,3,4,4,226301,8,10,10,175129,6,7,8,,,,,,,,,,,,
238346,17,24,25,175185,15,24,25,540828,16,21,23,208407,12,19,20,208407,12,19,20,191682,10,16,17,183333,1,2,3,175965,2,3,3,184527,1,3,3,169302,3,4,4,227141,8,10,10,176040,5,7,7,,,,,,,,,,,,
239185,17,24,25,176026,15,24,25,541711,16,21,23,209247,12,19,20,209247,12,19,20,192523,10,16,17,184175,1,2,3,176877,2,3,3,185369,1,3,3,170141,3,4,4,227982,8,10,10,176880,5,7,7,,,,,,,,,,,,
240098,18,25,26,176979,16,24,24,542663,16,21,23,210087,12,19,20,210087,12,19,20,193434,10,16,17,185086,1,3,4,177718,2,3,3,186281,1,3,4,170982,3,4,4,228892,8,10,10,177720,5,7,7,,,,,,,,,,,,
240937,18,25,26,177862,16,24,24,543546,16,21,23,210999,12,18,19,210999,12,18,19,194275,10,16,17,185927,1,3,4,178560,2,3,3,187123,1,3,4,171892,3,5,5,229732,8,10,10,178630,5,7,7,,,,,,,,,,,,
241778,18,25,26,178745,16,24,24,544387,16,21,23,211840,12,18,19,211840,12,18,19,195116,10,16,17,186769,1,3,4,179471,2,3,3,187965,1,3,4,172732,3,5,5,230574,8,10,10,179471,5,7,7,,,,,,,,,,,,
242690,17,25,27,179697,15,23,23,545299,15,21,23,212681,12,18,19,212681,12,18,19,196027,10,17,18,187680,1,3,4,180314,2,3,3,188876,1,3,3,173573,3,5,5,231484,8,10,10,180311,5,7,7,,,,,,,,,,,,
243530,17,25,27,180539,15,23,23,546140,15,21,23,213592,11,18,18,213592,11,18,18,196868,10,17,18,188522,1,3,4,181155,2,3,3,189719,1,3,3,174483,3,5,5,232324,8,10,10,181221,5,6,7,,,,,,,,,,,,
244372,17,25,27,181422,15,23,23,546981,15,21,23,214432,11,18,18,214432,11,18,18,197708,10,17,18,189364,1,3,4,182067,2,3,4,190561,1,3,3,175323,3,5,5,233163,8,10,10,182062,5,6,7,,,,,,,,,,,,
245282,18,25,27,182332,14,22,22,547892,15,22,24,215273,11,18,18,215273,11,18,18,198620,10,17,19,190275,1,2,3,182908,2,3,4,191472,1,3,3,176163,3,5,5,234074,8,10,10,182901,5,6,7,,,,,,,,,,,,
246124,18,25,27,183173,14,22,22,548733,15,22,24,216184,11,17,17,216184,11,17,17,199460,10,17,19,191117,1,2,3,183750,2,3,4,192315,1,3,3,177073,3,5,5,234913,8,10,10,183812,5,6,7,,,,,,,,,,,,
246964,18,25,27,184014,14,22,22,549574,15,22,24,217025,11,17,17,217025,11,17,17,200301,10,17,19,191958,1,2,3,184662,2,3,3,193157,1,3,3,177913,3,5,5,235754,8,10,10,184652,5,6,7,,,,,,,,,,,,
247875,17,25,26,184925,14,21,21,550486,15,22,23,217866,11,17,17,217866,11,17,17,201212,10,17,19,192869,1,2,3,185503,2,3,3,194068,1,3,4,178753,3,5,5,236664,8,10,10,185492,5,6,7,,,,,,,,,,,,
248715,17,25,26,185766,14,21,21,551326,15,22,23,218777,11,17,17,218777,11,17,17,202053,10,17,19,193711,1,2,3,186345,2,3,3,194910,1,3,4,179663,3,5,5,237504,8,10,10,186402,4,6,7,,,,,,,,,,,,
249555,17,25,26,186607,14,21,21,552168,15,22,23,219618,11,17,17,219618,11,17,17,202894,10,17,19,194552,2,3,4,187256,2,3,4,195751,1,3,4,180504,3,5,5,238345,8,10,10,187243,4,6,7,,,,,,,,,,,,
250467,18,25,27,187518,14,22,22,553079,16,23,24,220459,11,17,17,220459,11,17,17,203805,10,18,19,195464,2,3,4,188099,2,3,4,196664,1,3,3,181345,3,5,5,239255,7,10,10,188083,4,6,7,,,,,,,,,,,,
251308,18,25,27,188359,14,22,22,553920,16,23,24,221370,11,16,16,221370,11,16,16,204718,10,18,19,196305,2,3,4,188941,2,3,4,197506,1,3,3,182254,3,5,5,240095,7,10,10,188993,5,6,7,,,,,,,,,,,,
252148,18,25,27,189200,14,22,22,554762,16,23,24,222211,11,16,16,222211,11,16,16,205629,10,18,20,197147,1,2,3,189852,2,3,4,198347,1,3,3,183095,3,5,5,240935,7,10,10,189833,5,6,7,,,,,,,,,,,,
253060,18,24,26,190112,14,21,21,555673,16,24,24,223051,11,16,16,223051,11,16,16,206540,10,18,20,198059,2,3,3,190694,2,3,4,199259,2,3,4,183936,3,5,5,241846,7,11,11,190673,5,6,7,,,,,,,,,,,,
253900,18,24,26,190953,14,21,21,556514,16,24,24,223963,10,17,17,223963,10,17,17,207451,11,18,20,198900,2,3,3,191536,2,3,4,200100,2,3,4,184846,4,6,6,242686,7,11,11,191584,4,6,6,,,,,,,,,,,,
254741,18,24,26,191794,14,21,21,557355,16,24,24,224803,10,17,17,224803,10,17,17,208362,11,19,21,199742,2,3,3,192447,2,3,5,200942,2,3,4,185686,4,6,6,243526,7,11,11,192423,4,6,6,,,,,,,,,,,,
255652,17,24,27,192705,13,19,19,558266,16,24,25,225644,10,17,17,225644,10,17,17,209273,11,18,21,200653,2,3,3,193289,2,3,5,201854,2,3,4,186526,4,6,6,244436,8,11,11,193264,4,6,6,,,,,,,,,,,,
256493,17,24,27,193546,13,19,19,559107,16,24,25,226556,11,17,17,226556,11,17,17,210185,11,19,20,201496,2,3,3,194130,2,3,5,202696,2,3,4,187437,4,6,6,245277,8,11,11,194174,4,6,7,,,,,,,,,,,,
257334,17,24,27,194386,13,19,19,559948,16,24,25,227397,11,17,17,227397,11,17,17,211096,11,18,19,202336,2,3,3,195042,2,3,4,203538,2,3,4,188277,4,6,6,246117,8,11,11,195014,4,6,7,,,,,,,,,,,,
258244,16,24,27,195299,13,17,17,560860,16,23,25,228238,11,17,17,228238,11,17,17,212007,11,18,19,203247,2,3,3,195884,2,3,4,204450,2,4,4,189117,4,6,6,247027,7,10,10,195855,4,6,7,,,,,,,,,,,,
259085,16,24,27,196140,13,17,17,561700,16,23,25,229149,11,17,17,229149,11,17,17,212919,10,17,18,204090,2,3,3,196725,2,3,4,205292,2,4,4,190027,4,6,6,247868,7,10,10,196765,4,6,7,,,,,,,,,,,,
259926,16,24,27,196980,13,17,17,562541,16,23,25,229990,11,17,17,229990,11,17,17,213830,10,16,17,204931,2,3,3,197637,2,2,4,206135,2,4,4,190868,4,6,6,248708,7,10,10,197605,4,6,7,,,,,,,,,,,,
260837,17,23,27,197892,13,17,17,563453,16,23,25,230831,11,17,17,230831,11,17,17,214742,10,17,17,205842,3,4,4,198478,2,2,4,207045,2,4,4,191708,4,6,6,249619,8,10,11,198446,4,6,7,,,,,,,,,,,,
261678,17,23,27,198732,13,17,17,564294,16,23,25,231742,12,17,17,231742,12,17,17,215582,10,17,17,206684,3,4,4,199321,2,2,4,207887,2,4,4,192618,4,6,6,250459,8,10,11,199356,4,6,6,,,,,,,,,,,,
262518,17,23,27,199574,13,17,17,565135,16,23,25,232583,12,17,17,232583,12,17,17,216423,10,17,17,207525,3,4,4,200231,2,2,4,208729,2,4,4,193459,5,7,7,251298,8,10,11,200197,4,6,6,,,,,,,,,,,,
263430,16,22,25,200485,13,17,17,566046,16,24,25,233423,12,17,17,233423,12,17,17,217334,10,16,17,208437,3,4,4,201075,2,2,4,209642,2,4,4,194298,5,7,7,252210,8,10,11,201036,4,6,6,,,,,,,,,,,,
264270,16,22,25,201326,13,17,17,566887,16,24,25,234335,12,18,18,234335,12,18,18,218175,10,16,17,209278,2,3,3,201916,2,2,4,210483,2,4,4,195209,5,7,7,253049,8,10,11,201947,4,6,6,,,,,,,,,,,,
265111,16,22,25,202167,13,17,17,567729,16,24,25,235175,12,18,18,235175,12,18,18,219018,10,16,17,210120,2,3,3,202827,2,2,4,211324,2,4,4,196049,5,7,7,253890,8,10,11,202786,4,6,6,,,,,,,,,,,,
266022,16,23,25,203078,12,16,16,568640,16,23,25,236016,12,18,18,236016,12,18,18,219928,10,16,16,211032,1,3,3,203669,2,2,4,212237,2,4,4,196890,4,6,6,254800,8,10,11,203626,4,6,6,,,,,,,,,,,,
266863,16,23,25,203920,12,16,16,569481,16,23,25,236929,12,18,18,236929,12,18,18,220770,10,16,16,211873,1,3,3,204511,2,2,4,213079,2,4,4,197799,4,6,6,255640,8,10,11,204536,4,6,6,,,,,,,,,,,,
